Index,RMS,dBFS,8Hz,12.5Hz,16Hz,20Hz,25Hz,31.5Hz,40Hz,50Hz,63Hz,80Hz,100Hz,125Hz,160Hz,200Hz,250Hz,315Hz,400Hz,500Hz,630Hz,800Hz,1000Hz,1250Hz,1600Hz,2000Hz,2500Hz,3150Hz,4000Hz,5000Hz,6300Hz,8000Hz,10000Hz,12500Hz,16000Hz,20000Hz
395.0,2396.0,-22.71926242484888,3.7917608040129047,5.514526032039307,5.514526032039307,5.514526032039307,5.084108651124324,5.084108651124324,5.190966075690258,5.256860977537964,5.364882151954153,5.715321929953913,6.466910934087412,5.4056687584466605,5.319880930474487,5.602359013606124,5.498846825010772,5.881795821481789,5.145544230406215,4.683626129070109,4.478318085807865,4.650711411467245,4.435983072996583,4.297214216275317,4.258371826282306,4.0992236158775475,3.7986763153244345,3.6643680871034294,3.332735295327606,3.0623594271265744,2.950267765669352,2.99526581081974,2.9035563036472776,2.8229634545112323,2.774348619546648,2.6329234124797356
396.0,1845.0,-24.989071289292774,4.756506789411224,5.127195136515416,5.127195136515416,5.127195136515416,5.2284175150703796,5.2284175150703796,5.262808186177582,5.294458019938322,5.375261559205808,5.5921098759545345,6.472307021152891,5.391336423647231,5.2102921543218175,5.646420024851964,5.110717961675307,5.256465099947885,4.933810101732172,4.806075183554267,4.433087074407677,4.631808350012191,4.34737908056263,4.283769134200018,4.004219302310049,4.148317273210261,3.529608741785622,3.548419113871136,3.50467773943017,3.2621659586033043,3.255650990580751,3.1183454017536145,2.9949787422447565,2.9115939498336076,2.86993427291813,2.9851101637345634
397.0,1786.0,-25.2713696081438,5.207680136869176,4.85770905143159,4.85770905143159,4.85770905143159,5.478109167725859,5.478109167725859,5.36930111516552,5.457670434735492,5.549391043561272,5.863008897403821,6.487299554361497,6.008701667595302,5.313160327464882,5.315345160354093,5.2065983357987085,5.5238935302518595,5.320427447894642,4.966761572213477,4.777499214294676,4.50952821688824,4.669853910785341,4.161457683150161,4.359961495588959,4.287716043286331,4.195407370826353,4.100619081228244,4.010407577702422,3.9095980740136196,3.7953023465924502,3.704381197847143,3.6198265384311568,3.5383685530664346,3.4626404489725107,3.4274748333709106
398.0,1686.0,-25.771847293419885,4.956048310302587,4.999669899730632,4.999669899730632,4.999669899730632,5.093091989975714,5.093091989975714,5.16055626195527,5.264313892843097,5.404636209870691,5.732217954429855,6.593163133679418,5.783613423534162,4.9225988768200075,5.28968538122721,5.445804166190538,5.050604474760569,4.892535365079938,4.791375329457457,4.662789499224759,4.518508936898526,4.4267269900111605,4.333101262603567,4.231119147433547,4.113120501409344,4.031513691875556,3.9165317830593063,3.843444745379512,3.754102768310057,3.646825801512287,3.5536690847271974,3.463703159487568,3.3822801422848436,3.3129192783517745,3.264287649772798
399.0,1539.0,-26.564226302564784,5.162316423481247,5.275423325460044,5.275423325460044,5.275423325460044,5.3214779877430205,5.3214779877430205,5.362744622456634,5.471022778168334,5.557657259886423,5.984592839417501,6.425212513859054,5.32087170683084,5.461800427116707,5.454511097203175,5.512035678230742,5.059738809055838,5.501532699186649,5.169466626847747,4.911212770860141,4.720922361622019,4.308061586551473,4.608283966310316,4.275404426341893,3.953942513298951,3.95835927947339,3.907958902103144,3.8672243976859417,3.6370452332805177,3.615390821658857,3.538036561982004,3.4514515343954097,3.370474064355617,3.299863317909001,3.205986845355982
400.0,1747.0,-25.463140599535738,4.619729690222136,5.33043751191993,5.33043751191993,5.33043751191993,5.01733833944639,5.01733833944639,4.85570537969927,4.603805160907999,5.273642619581991,5.567461969301643,5.700366581821863,5.156234197994338,5.61346167112651,5.19223486701638,5.123277490958127,5.601577708264042,5.674667877863871,4.885897046995134,4.863625685320095,4.631530938326231,4.483077902645894,4.557002728338796,4.283608365265298,3.8528743493561572,3.847689133749086,3.7518108517921647,3.6345159748446116,3.6000384457824595,3.5207969239262393,3.4050927710551626,3.3124882254145493,3.2295951832264,3.1677638281973444,3.0754700057647315
401.0,313.0,-40.39811194826538,4.41458899436304,5.456261642658883,5.456261642658883,5.456261642658883,5.311431778159587,5.311431778159587,4.542347627914083,4.637741784673902,4.819111549833039,4.621354310217584,5.141137499164128,4.6141182223224355,4.935432628179023,4.593936366415014,3.9646055527780653,4.232036254119271,4.398460449125447,4.224300032553906,3.870539926586739,3.7794233172995217,3.741370996994248,2.2261937116669515,3.5996583123808144,3.21339398718382,3.156670832007099,3.0464182550791254,2.9095308992993925,2.8925908050061278,2.7806579511774125,2.596196740254517,2.5345662459553986,2.4562290146766323,2.3760248745176,2.3912854898726787
402.0,530.0,-35.82348130717857,5.044770956734878,4.93109607001092,4.93109607001092,4.93109607001092,5.162916947691917,5.162916947691917,4.829623326841555,5.153386696222048,5.324416900863485,5.014293071502268,5.012627907287572,5.098149591439725,5.204089844196613,4.975150689821882,4.917574965764729,5.0924494777021305,4.966153294578169,5.096375958968835,5.004844341161391,4.928386354720784,4.811063883283376,4.676288293683565,4.443985925950177,4.000720317849191,3.9599225138933587,3.8770205141578553,3.6682825191967585,3.748866832615876,3.6423965055055953,3.504735164859757,3.4181315654886886,3.337068779883492,3.286896735287595,3.2289203085290814
403.0,1484.0,-26.88032068033419,5.587618934215521,5.406007841213816,5.406007841213816,5.406007841213816,4.991858661936524,4.991858661936524,5.348348586009138,5.282277496660505,5.41118628563584,5.781390310267142,5.731124072999422,5.506230118829833,5.341828054909121,5.182181511736374,5.220153047810192,5.120278343045152,5.399551167457629,5.0743857393837635,4.86575899691051,4.53778216644398,4.629733034547242,4.610554845162235,4.282773154397584,4.159508336607524,3.9907753393969894,3.842584332938972,3.867103066982539,3.7236537097212667,3.5595614310519617,3.438623284915206,3.343054303312324,3.2564648175231072,3.161143698495352,3.295640801513133
404.0,1984.0,-24.35816534283116,5.341707480416512,5.323343248448084,5.323343248448084,5.323343248448084,5.039866597736292,5.039866597736292,5.150945616184351,5.30084727227514,5.348333236988428,5.705696762762995,6.363179569066298,5.306388645584071,5.370607975355454,4.906032861920877,5.278468245450038,5.046791947015122,5.688421487450756,5.5575263308313,4.953727250791619,5.14517740173108,4.758945354127481,4.564412008831816,4.414279293395619,3.6885588350312393,3.6455047840727213,3.495584654339295,3.409989741782302,3.109028301644925,2.953849067078291,2.815540574739745,2.660677443009242,2.584381319548616,2.6170320225894144,2.4093751167468165
405.0,1985.0,-24.35378847721168,5.324743262703587,5.114263519720588,5.114263519720588,5.114263519720588,5.172313090161943,5.172313090161943,5.265652265596992,5.301731659343069,5.466180120546357,5.918294383427687,6.2854381235722805,5.583262128848614,5.417759042679659,5.337659143821459,4.2094699761972985,5.740824381316968,4.811677329909883,5.544265836014976,4.691595221435109,4.871446075197181,4.578246036153581,4.156286374511101,4.348602860326678,3.7730461412777263,3.8925716840442175,3.8113009493533307,3.5439656383372746,3.472994033911177,3.3389757656481116,3.2562053446271095,3.181249893715843,3.102312548587073,3.034672612079442,2.9729514372416204
406.0,1636.0,-26.03333271248827,5.511015241232832,5.352030248083202,5.352030248083202,5.352030248083202,5.469401285547547,5.469401285547547,5.493005353216173,5.536752354989483,5.642624474292463,6.007783974926633,6.299734837722705,5.419636563050149,5.105274302336363,5.126188886022325,5.092143161332832,5.084410770530189,5.284649400300294,4.817676810339955,4.783478217378086,4.749187794391691,4.274170837048901,3.981001338054572,4.064026460970226,3.999422882848805,3.8083697005736084,3.807141367719401,3.6479497963669805,3.5320694967363466,3.466696339043839,3.3570003078214175,3.2691693695297057,3.1872523448288237,3.1274529757881666,3.095113870156143
407.0,1179.0,-28.878722597292573,4.497441095076971,5.70678906983183,5.70678906983183,5.70678906983183,5.7337861513005155,5.7337861513005155,5.000274634722767,5.528130018741457,5.386007742450101,5.858888810873002,5.965323459491226,5.170241614363013,4.8999381862520215,5.155921991658626,4.93715220230805,4.710195198198391,4.7449656197321985,4.372788702136533,4.051055208921988,4.318722721241091,4.489991472407637,3.7610522633111914,3.5568655123097,4.214791780046021,4.4008183447649,3.7427162873388613,3.783670036709552,3.1016574668374015,3.096939853779035,3.0316235134586362,2.8683531887352345,2.852239962062214,3.186449706660831,3.123005518361617
408.0,1022.0,-30.119980783220477,4.374711695140265,5.289131307192656,5.289131307192656,5.289131307192656,5.290998852814042,5.290998852814042,4.645857540769461,4.080575343283418,4.06509326396711,4.354073521190865,4.463815349153352,4.184376928503616,3.6912887805327164,3.812641968165094,4.252232084199704,3.1329817006666087,3.9753009297688515,3.6339089004713188,3.70768384024599,3.7410064946015917,3.490293857455953,3.754555705278382,3.8407677459266103,4.229582594711057,4.434759325881241,4.454971662000109,3.7285465295101656,2.867459194001624,3.5805724774464327,3.3285624368101168,3.234201951105391,3.2033229389949,3.383128081923174,3.2165776454186736
